canddt_name_2019,canddt_sex_2019,canddt_age_2019,canddt_category_2019
HIDAR BHATI,M,52,GEN
Hidayatullah Barakatullah Patel,M,60,GEN
HIMADRI SINGH,F,32,ST
Himanshi,F,26,SC
Himmat Bagda,M,47,SC
Himmat Pandurang Koli,M,47,GEN
Hira Singh Hanspur,M,47,SC
HIRAMANIBEN,F,32,GEN
HITABRATA ROY,M,75,GEN
HITENDRASINH MOHANSINH PARMAR,M,64,GEN
HITESH KUMAR,M,38,GEN
HOLIRAM TERANG,M,61,ST
HOREN SING BEY,M,49,ST
HORI LAL,M,61,SC
HORILAL ANANT,M,25,SC
Houlim Shokhopao Mate,M,36,ST
HRIDAYA NARAYAN SINGH,M,56,GEN
Hrudananda Karuan,M,39,GEN
HUMAYUN KABIR,M,56,GEN
HUMAYUN KABIR SEKH,M,36,GEN
Hunsur K. ChandraShekar,M,40,GEN
I.CHIDAMBARA ANANTHA RAJA (A) ICARR WEEOUI,M,35,GEN
I.V. PAKKIR REDDY,M,70,GEN
ID MOHAMMAD,M,66,GEN
IFTIKHAR AHMED KHAN,M,32,GEN
Ignatious Illimoottil,M,63,GEN
Ija Venkatesh Goud,M,43,GEN
Ijjurouthu Ramunaidu,M,47,GEN
Ikram Saifi,M,52,GEN
ILAMSINGH,M,64,GEN
ILYAS,M,45,GEN
IMAM HOSSAIN,M,51,GEN
IMAMDDIN KHAN,M,64,GEN
Imamul Hasan Mallik,M,44,GEN
IMRAN,M,38,GEN
Imran,M,39,GEN
IMRAN AHMED KHAN,M,47,GEN
Imran Khan,M,31,GEN
IMRAN MASOOD,M,48,GEN
IMRAN MUSTAFA KHAN,M,39,GEN
IMRAN PRATAPGARHI,M,32,GEN
IMS. BALAJI,M,32,GEN
IMTIAZ AHMED MOLLAH,M,52,GEN
Imtiaz Jaleel Syed,M,50,GEN
Imtiyaz Ahamad,M,45,GEN
IMTIYAZ AHMAD RATHER,M,47,GEN
INDER SEN,M,36,SC
INDERJEET,M,32,GEN
Indian.P.N.K.,M,48,GEN
INDIRAMOHAN P,M,36,SC
Indra Deo Paswan,M,46,SC
INDRA HANG SUBBA,M,30,GEN
INDRAJEET SAROJ,M,57,SC
INDRANIL BANERJEE,M,44,GEN
Indrapal,M,56,GEN
INDU DEVI,F,47,GEN
INDU DEVI MISHRA,F,53,GEN
INDUMATI MUNDU,F,50,ST
INDURANI S,F,33,SC
INNOCENT,M,71,GEN
INNOCENT KUJUR,M,58,ST
INTAJ ALI SHAH,M,70,GEN
IPPA LACHANNA,M,53,GEN
Iqbal Ahmed Mohammed Rafeeque,M,41,GEN
IQBAL SINGH (SONU),M,45,GEN
Irappa Madar,M,44,SC
Irfan Mo. Isahak,M,49,GEN
Irfan Raza Ansari,M,41,GEN
Irfan Shaikh,M,65,GEN
IRINJAYAM SURESH,M,45,GEN
IRSHAD ANSARI ADVOCATE,M,40,GEN
"IRUDAYASAMY, G.",M,59,GEN
ISHA KHAN CHOUDHURY,M,47,GEN
Ishrat Khan,M,42,GEN
Ishteyaque Ahmad,M,41,GEN
Ishwar Chand Salwan,M,69,SC
ISHWAR DAYAL SINGH SETH,M,58,GEN
Ishwar Dayaram More (Maji Sainik),M,54,GEN
ISHWAR MANSUKH ISHU,M,34,SC
ISHWAR PATIL,M,37,GEN
Ishwar Sharma,M,58,GEN
ISHWARI PRASAD KUSHWAHA,M,58,GEN
Ismail Mev,M,53,GEN
Ismohamad alias Md. Munna,M,36,GEN
ISRAIL NANDA,M,62,GEN
ISRAR AHAMAD,M,45,GEN
ISTAKAR ALI,M,45,GEN
ISWAR CHANDRA DAS,M,58,SC
J . MALLESH,M,26,ST
J . N . RAO,M,64,SC
J. B. CHAUHAN,M,40,SC
J. CHINNA REDDY,M,43,GEN
J. K. JAIN,M,61,GEN
J. K. SAMI,M,52,GEN
J. SEBASTIN,M,42,GEN
J.C. BARAI,M,64,GEN
J.C. PAVAN REDDY,M,45,GEN
J.D. SEELAM,M,65,SC
J.DHARANIDHARAN,M,39,SC
J.JANCI RANI,F,36,GEN
J.S.K,M,39,GEN
J.T. PRAKASH,M,62,GEN
Jackson. M. S.,M,44,GEN
JADAV ULPESH JAYANTILAL,M,37,SC
JADEJA INDRAVIJAYSINH KALYANSINH,M,35,GEN
JADHAV PRABHAKAR ANANT,M,63,GEN
Jadhav Prataprao Ganpatrao,M,58,GEN
JADHAV SANJAY (BANDU) HARIBHAU,M,52,GEN
JADUNATH SETHI,M,47,SC
JAFAR,M,51,GEN
Jafar Khursid Choudhari,M,58,SC
Jafri Begum,F,42,GEN
Jagadanand Singh,M,75,GEN
JAGADEESH J,M,27,SC
Jagan Baburao Salve,M,42,SC
Jagan Nath Bajwa,M,60,SC
"JAGANATHAN, P.",M,50,GEN
"JAGANATHAN, P.",M,60,GEN
JAGANNATH DAS,M,44,GEN
JAGANNATH MEGH,M,63,SC
Jagannath Nivrutti Munde,M,41,GEN
JAGANNATH SARKAR,M,56,SC
Jagarnath Mahto,M,52,GEN
JAGAT KUMAR SONI,M,35,GEN
Jagat Singh,M,53,GEN
Jagat Vikram Singh,M,49,GEN
JAGATHEESAN M,M,45,SC
JAGDAMBIKA PAL,M,68,GEN
JAGDEEP SINGH,M,38,GEN
JAGDESH KUMAR PATEL,M,33,GEN
Jagdish,M,66,GEN
Jagdish alias Ayyappa Shamrao Sonawane,M,62,SC
JAGDISH CHANDRA,M,52,GEN
JAGDISH KUMAR NIDAN,M,61,SC
JAGDISH KUMAR SINGH,M,53,SC
Jagdish Prasad,M,41,GEN
Jagdish Prasad Gautam,M,52,SC
Jagdish Rawat,M,50,SC
JAGDISH THAKOR,M,62,GEN
Jagdish Uddhavrao Wankhade,M,38,SC
JAGDISHBHAI MANILAL MEDA,M,39,ST
JAGDISHJI PARTHIJI DHARANI,M,46,GEN
Jageswar Hembram,M,54,ST
JAGIR KAUR,F,48,SC
Jagmail Singh,M,32,GEN
Jagmeet Singh,M,38,SC
JAGMOHAN BHAGWAT KOSARIYA,M,65,SC
JAGMOHAN KRISHAN THAKUR,M,61,GEN
Jagneet Singh Balsuan,M,25,GEN
JAGPAL SINGH YADAV,M,41,GEN
Jagtap Nilesh Murlidhar,M,37,GEN
JAGVIR SINGH,M,40,GEN
JAHANGIR KHAN,M,46,GEN
JAHID AAVAD JAMI,M,48,GEN
JAI BHAGWAN,M,48,SC
JAI BHAGWAN SHARMA (DD),M,57,GEN
JAI PARKASH JAIN (TITU BANIYA),M,40,GEN
JAI PARKASH SHARMA,M,64,GEN
JAI PRAKASH,M,54,GEN
Jai Prakash,M,61,GEN
JAI PRAKASH AGARWAL,M,74,GEN
Jai Prakash Mishra,M,52,GEN
JAI PRAKASH NARAYAN YADAV,M,65,GEN
Jai Prakash Prasad Alias J.P.Bhai,M,38,GEN
Jai Prakash Regar,M,39,SC
JAI SINGH SIDAR,M,42,ST
JAIDI CHINNA GANGARAM,M,42,GEN
JAIDULA ANSARI,M,66,GEN
Jaidupally Yadaiah,M,48,SC
JAIKARAN MANDAUTHI,M,73,GEN
JAIN RAJENDRAKUMAR ANILKUMAR,M,32,GEN
JAIN SURENDRAKUMAR,M,50,GEN
JAIN WILSON,M,59,GEN
JAINTEEN. V,M,41,GEN
Jaipal Singh Saini,M,68,GEN
JAISINGH TEKAM,M,68,ST
Jakku Chenna Krishna Reddy,M,44,GEN
JAKKULA NAVEEN YADAV,M,25,GEN
"JAMES, G.",M,40,GEN
Jamindar Maruti,M,37,SC
Jamir Bashir Shaikh,M,40,GEN
Jamyang Tsering Namgyal,M,33,ST
JANAIAH NANDIPATI,M,43,SC
Janak Raj Atwal,M,50,SC
JANAK RAJ RANA,M,57,GEN
JANARDAN GOND,M,46,SC
JANARDAN MISHRA,M,62,GEN
JANARDAN PATI,M,71,GEN
"Janardan Singh 'Sigriwal""",M,55,GEN
JANATHIYA PRAVINBHAI LADAKBHAI,M,31,ST
JANGA GOUTHAM,M,49,SC
Jangbahadur,M,25,GEN
JANGITE LAKSHMI NARASIMHA YADAV,M,33,GEN
JANI KARAN,M,41,ST
Janmejay Kumar Prajapati,M,26,GEN
JANNU NARSAIAH,M,43,SC
JARGELA HASANBHAI ABDULBHAI,M,56,GEN
JARJUM ETE,F,56,ST
JASBIR SINGH,M,33,SC
Jasbir Singh,M,55,SC
JASBIR SINGH GILL (DIMPA),M,48,GEN
JASDEEP SINGH SODHI,M,30,GEN
Jasem Ahamad,M,41,GEN
JASHVANTSINH SUMANBHAI BHABHOR,M,52,ST
Jaskaur Meena,F,71,ST
JASPAL SINGH,M,42,SC
JASPALSINH MAHAVEERSINH TOMAR,M,34,GEN
"JASPER GNANA MARTIN, G.",M,38,GEN
JASRAJ SINGH LONGIA,M,46,GEN
JASVANT SINGH BAGHEL,M,42,GEN
JASVEER SINGH,M,45,GEN
Jaswant,M,41,SC
JASWANT SINGH,M,56,SC
Jaswinder Singh,M,36,SC
JAT SUBHAS SINGH BRIJLAL,M,36,GEN
JATHEESH.A.P,M,43,GEN
Jatin Rangrao Harne,M,44,SC
JATINDER SINGH,M,36,SC
JATINDER SINGH THIND,M,31,GEN
Jatothu Hussain,M,37,ST
Jauhar Azad,M,39,GEN
JAVADKHAN PATHAN,M,35,GEN
Javaid Ahmed,M,37,ST
JAVED,M,46,GEN
Javed Akhter,M,53,GEN
Javed Khan,M,43,GEN
Javed Mohammad Khan,M,42,GEN
Javed Shabbir Sayyed,M,43,GEN
"JAVEED HUSSAIN, T.",M,28,GEN
JAVID AHMAD QURESHI,M,45,GEN
JAVID AHMAD SHEKH,M,35,GEN
JAWAHAR SINGH PAHAL,M,47,GEN
JAWAHARLAL MAHATO,M,66,GEN
JAWAHIRALI. H,M,32,GEN
Jawale Soniya Ramnath,F,32,ST
Jay Narayan Sah,M,64,GEN
JAY PRAKASH PRASAD,M,47,GEN
Jay Prakash Ram,M,26,SC
JAY PRAKASH UPADHYAY,M,44,GEN
Jaya Balu Rajkundal,F,54,SC
"JAYA GANESH, D.",M,36,GEN
JAYA SANJAY PATIL,F,34,SC
Jayadev Galla,M,53,GEN
JAYALAKSHMI,F,30,SC
JAYANT CHAUDHARY,M,40,GEN
JAYANT KUMAR DAS,M,43,GEN
JAYANT SINHA,M,55,GEN
JAYANTA KUMAR KALITA,M,41,GEN
JAYANTO DEBNATH,M,47,GEN
Jayaprada Nahata,F,57,GEN
Jayaprakash Narayana Valluru,M,44,GEN
JAYAPRAKASH SETHI,M,39,SC
JAYAPRASAD M.G,M,64,SC
JAYARAJAN PANDARAPARAMBIL,M,65,GEN
JAYARAM DUGGANI,M,70,SC
Jayaram Metha. S,M,28,GEN
JAYARAM PANGI,M,63,ST
Jayashri Minesh Shah,F,48,GEN
Jayavanta Vishwambhar Wanole,M,34,ST
JAYENDRA KARSHANBHAI RATHOD,M,35,SC
Jaykant Yadav,M,44,GEN
Jayki Murasing,M,25,ST
JAYKRISHNA HALDAR,M,64,SC
Jayswal Nareshkumar Babulal (Raju Mataji),THIRD,28,GEN
Jaywant Shriram Sawant (Pappa),M,51,GEN
Jeera Bharti,F,51,SC
JEET RAM BAIRWA,M,35,SC
Jeldi Raja Mohan,M,61,SC
JEMINO MAWTHOH,M,54,ST
Jenifar J. Russell,M,38,GEN
Jerambhai R. Parmar,M,57,SC
JESTADI SUDHAKAR,M,38,SC
JETTI GURUNADHA RAO,M,55,GEN
"JEYAMANI, K.",M,42,GEN
JEYAPANDIAN. R,M,26,GEN
"JEYARAJ, A.",M,46,SC
JHA SHANTANU,M,57,GEN
JHAMAKLAL,M,67,ST
JHANTU LAL PAKRE,M,49,SC
JHUMA SAHA,F,41,GEN
JIBAN KRISHNA MAJUMDER,M,63,SC
JIBAS PASWAN,M,45,SC
JIGAJINAGI RAMESH CHANDAPPA,M,66,SC
Jijo Joseph,M,38,GEN
Jimidar Singh Yadav,M,39,GEN
Jitan Ram Manjhi,M,73,SC
JITENDRA,M,43,GEN
Jitendra,M,37,GEN
Jitendra Banshkar,M,33,SC
JITENDRA BIND,M,46,GEN
Jitendra Chaudhury,M,60,ST
JITENDRA JAIN AND AKASH,M,31,GEN
Jitendra Kumar,M,31,SC
Jitendra Kumar Barnwal,M,34,GEN
JITENDRA KUMAR JAIN.,M,41,GEN
Jitendra Kumar Khatik,M,43,SC
Jitendra Kumar Nanaku Pal,M,47,GEN
JITENDRA NATH ROY,M,62,SC
Jitendra Parmar (Jitu Chowkidar),M,56,GEN
JITENDRA RAUT,M,40,GEN
JITENDRA SHARMA,M,40,GEN
JITENDRA SINGH,M,31,SC
JITENDRA SINGH,M,48,SC
JITENDRA SUBHASH NERLE,M,44,GEN
JITENDRA THAKUR,M,63,GEN
JITENDRA URAB,M,49,ST
JITENDRABHAI PREMNATH MISHRA,M,48,GEN
"JITTU KHARE ""BADAL""",M,34,GEN
Jodh Singh Thandi,M,59,GEN
Jogeshwar Thakur,M,41,GEN
JOGILAL IRPACHI,M,58,ST
Jogiya Amisha Vikrambhai,F,29,GEN
JOHN BARLA,M,43,ST
John P P,M,54,GEN
JOHNSON K C,M,57,GEN
JOHNSON N,M,30,GEN
Johnson Vasant Kolhapure,M,49,GEN
JOHNY THAMPY,M,54,GEN
JOMIN NYOKIR KARA,M,38,ST
JONES INGTI KATHAR,M,68,ST
JORAWAR RAM,M,69,SC
JORIGHA VISHWESHWAR,M,40,GEN
JOSE GEORGE,M,42,GEN
JOSE THOMAS,M,63,GEN
JOSEPH KISKU,M,26,ST
Joseph M A,M,69,GEN
"JOTHI MURUGAN,P.",M,42,GEN
Jothikumar J,M,40,GEN
Jothimani S,F,43,GEN
"JOTHIMUTHU, K.",M,48,GEN
JOY BANERJEE,M,56,GEN
JOY NAGESH BHOSLE,F,49,GEN
JOYDEB DAS,M,31,GEN
Jual Oram,M,58,ST
Jubair Munshi Qureshi,M,40,GEN
JUBER AHMAD,M,44,GEN
JUGAL KISHOR,M,47,GEN
Jugal Kishore,M,56,GEN
JUNAID ANAM SIDDIQUI,M,36,GEN
Juned Khan,M,31,GEN
JUNMONI DEVI KHAUND,F,43,GEN
Justice (Retd.) Jora Singh,M,69,SC
Justin Lugun,M,43,ST
JYOTHULA VENKATESWARA RAO,M,62,GEN
JYOTI,F,46,GEN
JYOTI BHAGAT,F,37,ST
JYOTI HIBANA,F,37,GEN
Jyoti Khandelwal,F,44,GEN
JYOTI KUMARI DAS,F,41,SC
JYOTI NAND DUBEY,M,52,GEN
JYOTI RASHMI,F,35,GEN
JYOTIRADITYA M. SCINDIA,M,48,GEN
JYOTIRMAY SINGH MAHATO,M,34,GEN
JYOTSNA CHARANDAS MAHANT,F,65,GEN
K . VENKATANARAYANA,M,31,SC
K B SWAROOP,M,51,GEN
K KALIMUTHU,M,66,GEN
K L Chishi,M,75,ST
K M Sivaprasad Gandhi,M,40,GEN
K SREEKRISHNA,M,49,GEN
K SURENDRAN,M,49,GEN
K VENKAT RAM BABU,M,45,GEN
K. B. VASU,M,39,SC
K. BIMALJI,M,41,SC
K. C. HANUMANTHARAYA,M,64,GEN
K. DEVANAND,M,64,SC
K. DIVAKAR,M,25,GEN
K. GANGA REDDY,M,44,GEN
K. GULAPPA,M,69,ST
K. HEMANTH KUMAR,M,28,GEN
K. James,M,56,ST
K. KURUNTHAPPAN,M,42,GEN
K. MAHESHWAR,M,45,GEN
K. MURALEEDHARAN,M,62,GEN
K. N. Nanhe,M,68,GEN
K. NAGARAJ,M,45,GEN
K. NAVASKANI,M,39,GEN
K. P. Sathishchandran,M,61,GEN
K. PANCHATCHARAM,M,43,GEN
K. PRABHAKARA REDDY,M,58,GEN
K. RAM RAJ,M,31,GEN
K. RAMADOSS,M,54,SC
K. RAMAN,M,43,GEN
K. Rangaiah,M,82,GEN
K. ROSHAN KUMAR,M,53,GEN
K. S. SHAN,M,36,GEN
K. Shyambabu Subudhi,M,83,GEN
K. SOMASHEKHAR YADAGIRI,M,54,ST
"K. SREEMATHI, W/o SUDEEP KUMAR C. V",F,35,GEN
K. SUDHAKARAN,M,70,GEN
"K. SUDHAKARAN, S/o KRISHNAN",M,46,GEN
"K. SUDHAKARAN, S/o KUNHIRAMAN",M,65,GEN
K. THANGAVEL,M,49,GEN
K. V. SRINIVAS KALKERE,M,44,SC
K. VIVEKANANDHAN,M,71,GEN
K.A.PAUL,M,55,GEN
K.ARUNACHALAM,M,43,SC
K.C. PRAKASH,M,54,GEN
K.C.NAGABHUSHANA REDDY,M,51,GEN
K.C.SINGH RAJ,M,67,GEN
K.C.VINAY RAJAVATH,M,26,SC
K.Chandrasekar,M,38,SC
K.CHELLAKKANNU,M,68,SC
K.G. MOHANAN,M,59,GEN
K.H. MUNIYAPPA,M,71,SC
K.K. ABDUL JABBAR,M,45,GEN
K.Kamalanathan,M,38,SC
K.KANNAN,M,46,GEN
K.KATHIRAVAN,M,49,GEN
K.KUPPAN,M,68,GEN
K.L. Arya,M,61,SC
K.MURALI KRISHNAN,M,69,GEN
K.N. Jagadesh Kumar,M,41,GEN
K.N.Balagopal,M,55,GEN
K.P. KAMBAGIRISWAMY.,M,40,GEN
K.P.MUNUSAMY,M,67,GEN
K.PRABHAKARAN,M,35,SC
K.RAJASHEKAR BASAVARAJ HITNAL,M,38,GEN
K.RAJIV REDDY,M,29,GEN
K.S. Munirathnam,M,65,SC
K.S.SOMASUNDER,M,41,GEN
K.SARAVANA PERUMAL,M,33,GEN
K.SUDHAGAR,M,50,GEN
K.SUGUMAR,M,67,GEN
KABAL SINGH,M,58,GEN
Kabrabam Dhirendra Singha,M,43,GEN
KACHCHHI DAUD NATHA SUMARA,M,54,GEN
Kachhadiya Naranbhai Bhikhabhai,M,64,GEN
Kadam Shrirang Uttamrao,M,30,GEN
Kadri Mohammad Sabir,M,33,GEN
Kagadi Jamirkhan Afjal,M,43,GEN
KAGATHARA LALITBHAI,M,61,GEN
Kaif Raza Khan,M,29,GEN
Kailash Chand Jagarwal,M,38,SC
KAILASH CHAUHAN,M,50,GEN
KAILASH CHOUDHARY,M,45,GEN
KAILASH KARWASARA,M,29,SC
Kailash Kumar Mishra,M,51,GEN
KAILASH NATH,M,40,SC
KAILASH PRASAD SINGH,M,54,GEN
KAILASH VASUNIYA,M,41,ST
KAJAL BANERJEE,M,53,GEN
KAKA SAHIL THAKRAL,M,25,GEN
KAKILETI RAVINDRA,M,41,SC
KALABHAI BABABHAI PARMAR,M,49,GEN
KALAIMANI S,M,33,SC
KALAIMANNAN.C,M,43,SC
KALAIYARASAN R,M,31,SC
KALARA RAMSINGBHAI NANJIBHAI,M,47,ST
KALASTHRI S,M,69,GEN
Kalchuri Nilesh Paransingh,M,45,GEN
KALESH,M,49,GEN
KALI CHARAN MUNDA,M,57,ST
KALIAPPAN P,M,70,GEN
KALIAPPAN P,M,64,GEN
KALIAPPAN S,M,64,GEN
Kalidas Pandharinath Apet,M,52,GEN
Kalikesh Narayan Singh Deo,M,45,GEN
KALINDRA ORAON,M,43,ST
KALIPADA JANA,M,68,GEN
KALIRAM BAHIRU POPALGHAT,M,67,GEN
KALIYAMMAL.P,F,33,GEN
KALIYAMOORTHY G,M,53,SC
KALIYAPPAN K,M,73,GEN
KALLAPPA GUDASI,M,63,GEN
KALLAPPA KRUSHNA KOWADKAR,M,38,GEN
Kallu Narsimlu Goud,M,52,GEN
Kalluri. Venkateswara Rao.,M,45,ST
Kalpana Khard,F,51,GEN
Kalpana Rawat,F,32,SC
Kalthi Yarraiah,M,39,ST
KALUBHAI MALUBHAI VADALIYA,M,66,GEN
Kaluram,M,30,SC
KALVAKUNTLA KAVITHA,F,41,GEN
KALYAN BANERJEE,M,62,GEN
Kalyan Bhanudas Gurav,M,72,GEN
KALYAN CHAUBEY,M,40,GEN
KALYANA SUNDARAM. N,M,66,SC
KALYANA SUNDARAM. S,M,36,GEN
"KALYANASUNDARAM, A.",M,39,SC
KAMABHAI PETHABHAI MAKWANA,M,68,SC
KAMAGANAHALLI THIPPESWAMY SREEDHAR (K.T.SREEDHAR),M,41,GEN
Kamal Bhargav,M,33,GEN
KAMAL DASHRATH SAWANT,F,61,GEN
KAMAL KHATIK,M,63,SC
KAMAL KISHOR,M,67,GEN
KAMAL SINGH MARAVI,M,58,ST
KAMALA KANNAN,M,51,GEN
Kamala Prasad,M,53,SC
KAMALA RAJ KONWAR,M,60,GEN
KAMALINI YADAV,F,43,GEN
KAMALJEET SINGH,M,50,SC
Kamant Machhindra Gunwantrao,M,59,SC
Kamaraj. K,M,52,SC
KAMAREDDY SANTOSH,M,39,GEN
KAMARUJJAMAN (BAKUL) KHANDEKAR,M,60,GEN
KAMBLE BHAUSAHEB MALHARI,M,64,SC
Kamble Madhukar Sambhaji,M,65,SC
Kamble Trishala Milind,F,37,SC
Kamble Vishwas Ananda,M,52,SC
KAMEELA NASSER,F,54,GEN
KAMESH,M,44,GEN
KAMESH KUMAR,M,38,SC
KAMINI SAHU,F,34,GEN
KAMLA DEVI,F,42,GEN
KAMLA PRASAD BAIGA,M,37,ST
KAMLESH ASATI,M,46,GEN
KAMLESH DANGI THAKUR,M,39,GEN
KAMLESH KUMAR,M,35,SC
KAMLESH KUMAR,M,26,SC
KAMLESH KUMAR NAGARCHI,M,42,GEN
KAMLESH NAMDEV,M,34,GEN
Kamlesh Paswan,M,42,SC
KAMLESH RAM (PRASAD),M,42,SC
KAMLESH TIWARI,M,43,GEN
KAMLESH VAISHNAV,M,37,GEN
KAMLESHWAR BHIL,M,28,ST
KAMTA PRASAD,M,36,GEN
"Kamta Prasad Kori ""K.P.""",M,51,SC
KAMTA PRASAD PRAJAPATI,M,52,GEN
Kanagaraj R T,M,50,GEN
"KANAGARAJ, P.",M,31,GEN
KANAGASABAPATHY. G,M,43,SC
Kanai Sit,M,29,GEN
KANAK GOGOI,M,42,GEN
KANAKA PRAMOD,M,33,SC
KANAKAM SRINIVASARAO,M,40,GEN
KANAKMAL KATARA,M,62,ST
KANCHAN KUMARI,F,28,GEN
Kanchan Rahul Kool,F,34,GEN
KANCHAN YADAV,F,34,GEN
KANCHHEDILAL KUSHWAH,M,43,GEN
KANDORIYA MULUBHAI RANMALBHAI,M,60,GEN
KANDUKALA SHIVA KUMAR GOUD,M,48,GEN
KANGALA BALUDORA,M,61,ST
KANGSA RAJ BARMAN,M,49,SC
Kanhaiya Kumar,M,32,GEN
KANHAIYALAL VAISHNAV,M,39,GEN
KANHU CHARAN SANBAD,M,65,SC
KANIMOZHI KARUNANIDHI,F,51,GEN
KANINIKA BOSE (GHOSH),F,50,GEN
Kankanala Penchala Naidu,M,50,GEN
KANKAR MUNJARE,M,68,GEN
KANNA LAKSHMI NARAYANA,M,64,GEN
KANNAM VENKANNA,M,42,SC
Kannan S,M,42,GEN
KANNAN. R,M,44,GEN
KANNAPIRAN. M,M,37,SC
Kanoje Prakash Giridhar,M,51,GEN
KANTE SAYANNA,M,40,GEN
KANTILAL BHURIA,M,68,ST
KANTILAL ROAT,M,43,ST
KANUMURU BAPIRAJU,M,71,GEN
KANUMURU RAGHU RAMA KRISHNA RAJU,M,57,GEN
KANWAR SINGH TANWAR,M,58,GEN
KAPANIGOWDA,M,64,GEN
KAPIL JAYHIND PATIL,M,35,GEN
Kapil Mohan,M,47,GEN
KAPIL MORESHWAR PATIL,M,58,GEN
KAPIL YASHWANT DHAMANE,M,34,GEN
Kapoora Ram Meena,M,60,ST
KAPPUR DHAKSHINAMOORTHY. M,M,47,SC
KARADI SANGANNA AMARAPPA,M,64,GEN
KARAM SINGH,M,42,SC
KARAMTOTHU MANGTHA,M,46,ST
KARAN SINGH,M,39,GEN
KARAN SINGH NAAGPURE,M,38,GEN
KARAN SINGH YADAV,M,61,GEN
KARAN VASUDEVA,M,34,GEN
KARANDEEP SINGH,M,41,SC
KARIA DHIRENBHAI AMRUTLAL,M,37,GEN
KARIM REZAUL,M,54,GEN
KARIMBHAI ADAMBHAI URFE BABABHAI,M,65,GEN
KARIMULLA KHAN PATTAN,M,40,GEN
Karnadhan Chakma,M,47,ST
KARNAN.C.S.,M,63,SC
Karra Siva (Pyramid Siva),M,29,SC
KARTAR CHAND,M,44,GEN
Kartar Singh,M,67,SC
KARTAR SINGH BHADANA,M,61,GEN
Karthi P,M,36,GEN
Karthik. K.M,M,36,GEN
Karthikeyan B K,M,35,GEN
Karthikeyan M,M,46,GEN
KARTHIKEYAN P,M,40,GEN
KARTI P CHIDAMBARAM,M,47,GEN
KARTICK NASKAR,M,68,SC
KARTIK GENDALAL DOKE,M,40,SC
KARTIK KAYAL,M,44,SC
KARUNA S,M,51,SC
Karuppaiah.C,M,39,GEN
Karuppaiya R,M,53,GEN
"KARUPPAIYA, M.",M,34,GEN
KARUPPASAMY. N,M,27,GEN
KARVANGA SHARATH,M,26,SC
KASHI NATH MALICK,M,35,SC
Kashinath Das,M,64,GEN
KASHINATH DUTTA,M,68,GEN
KASHINATH MURMU,M,58,ST
Kashmir Chand Oad,M,69,SC
KASHMIR SINGH,M,60,SC
KASHMIR SINGH,M,66,SC
Kashmir Singh Ghugshore,M,40,SC
KASIM DEEN,M,44,GEN
KASULA RAJASEKHAR,M,46,GEN
KATARA BABUBHAI KHIMABHAI,M,58,ST
"KATHIRESAN, L.",M,46,GEN
KATHIRVEL A,M,54,SC
KATHIRVEL M,M,48,SC
KATIPELLY KUMAR,M,30,GEN
KATIPELLY RAMESH,M,34,GEN
KATRAVATH VENKATESH,M,30,ST
KATTA SRINIVAS,M,46,SC
Kattamanchi Prabhakar,M,50,SC
KAUSALYA HIKAKA,F,33,ST
Kaushal Kishore,M,59,SC
Kaushlendra Kumar,M,60,GEN
KAVERIAMMA.N.K.,F,63,GEN
KAVINGNAR SNEKAN,M,46,GEN
KAVITA DEEPAK KOLE,F,35,GEN
Kavita Singh,F,33,GEN
Kavitha Malothu,F,39,ST
"KAVITHA, A.",F,41,GEN
KAVURI VENU BABU NAIDU,M,41,GEN
Kawaljeet Singh,M,54,GEN
KAWALJIT SINGH SAHOTA,M,39,SC
KAZI NEKIB AHMED,M,60,GEN
Kedar Nath Prasad,M,73,GEN
Kedar Sindhubai Ravindra,F,55,SC
Kempurajan,M,41,SC
Kenaram Misra,M,62,GEN
"KESAVARAJA, J.",M,35,SC
Keshari Devi Patel,F,62,GEN
KESHARI LAL,M,73,SC
KESHARI NANDAN,M,35,GEN
KESHAV RAJBHAR,M,36,GEN
KESHAV RAY CHAUDHARY,M,61,GEN
KESINENI SRINIVAS (NANI),M,53,GEN
Keskar Maruti Shivram,M,63,GEN
KESULAL MEENA,M,53,ST
KETAN DAHYABHAI PATEL,M,44,GEN
KEWAL KRISHAN,M,63,SC
KEWAL SINGH DHILLON,M,68,GEN
KEYUR PRAVINBHAI PATEL (BAKABHAI),M,38,GEN
KHADER VALI SHAIK,M,35,GEN
Khadse Raksha Nikhil,F,31,GEN
KHAGEN MURMU,M,59,ST
KHAJAN SINGH,M,40,SC
KHALILUR RAHAMAN,M,58,GEN
Khan Aejaz Ahemad,M,44,GEN
KHAN HEENABEGUM KAMRUDDIN,F,38,GEN
Khan Majahar Habib,M,43,GEN
KHAN NARAYAN CHANDRA,M,67,SC
KHAN SAUMITRA,M,38,SC
KHAN SUNIL,M,72,SC
KHANDAKAR MD. SAIFULLAH (SAIFUL),M,33,GEN
KHANDARE SUDARSHAN RAICHAND,M,33,SC
Khant Vechatbhai Kuberbhai,M,68,GEN
KHARADI DHARMENDRASINGH SAMSUBHAI,M,34,ST
Khel Sai Singh,M,72,ST
KHEM CHAND,M,43,SC
Kheta Ram,M,47,SC
KHILAWAN SINGH DHRUW,M,45,ST
Khilesh Kumar Sahu Alias Khileshwar,M,29,GEN
KHODABHAI LALAJIBHAI DESAI,M,51,GEN
KHODABOX SHAIKH,M,74,GEN
KHUSHI RAM,M,68,SC
